date,comment,hit_rate_mean,r2_oos_mean,hit_rate_AAPL,hit_rate_AMZN,hit_rate_GOOG,hit_rate_GOOGL,hit_rate_MSFT,hit_rate_TSLA
2026-06-21 15:20:52,T=VADER | HL=VADER delta 0.98,0.498015873015873,-0.0206169206902581,0.5,0.492063492063492,0.5158730158730159,0.5,0.492063492063492,0.4880952380952381
2026-06-21 15:25:59,T=VADER | HL=BoW+TBlob+VADER delta 0.98,0.4933862433862434,-0.0373986286330683,0.5119047619047619,0.4801587301587302,0.5079365079365079,0.5079365079365079,0.4761904761904761,0.4761904761904761
2026-06-21 15:28:44,overnight T=VADER delta 0.98,0.5191798941798942,-0.009409807861705,0.5476190476190477,0.4484126984126984,0.5555555555555556,0.5277777777777778,0.496031746031746,0.5396825396825397
2026-06-21 15:31:32,overnight T=TBlob+VADER delta 0.98,0.5165343915343915,-0.0134097625460138,0.503968253968254,0.492063492063492,0.5595238095238095,0.5119047619047619,0.4801587301587302,0.5515873015873016
2026-06-21 15:34:11,HL=VADER delta 0.98,0.5059523809523809,-0.0222472166729605,0.503968253968254,0.5079365079365079,0.5158730158730159,0.503968253968254,0.5396825396825397,0.4642857142857143
2026-06-21 15:37:00,T=VADER delta 0.98,0.5145502645502645,-0.0130306360627311,0.5198412698412699,0.4841269841269841,0.5476190476190477,0.5238095238095238,0.492063492063492,0.5198412698412699
2026-06-21 15:39:38,overnight T=TBlob delta 0.98,0.5099206349206349,-0.0187010621509391,0.496031746031746,0.492063492063492,0.5357142857142857,0.5119047619047619,0.4841269841269841,0.5396825396825397
2026-06-21 15:45:19,T=BoW+VADER | HL=VADER delta 0.98,0.5033068783068783,-0.0244203758070239,0.5119047619047619,0.5,0.503968253968254,0.5277777777777778,0.5,0.4761904761904761
2026-06-21 15:50:35,T=VADER | HL=BoW+VADER delta 0.98,0.4927248677248677,-0.0445378913391154,0.5238095238095238,0.4722222222222222,0.492063492063492,0.5079365079365079,0.4761904761904761,0.4841269841269841
2026-06-21 15:52:57,overnight V2 T=BoW delta 0.98,0.5,-0.0226659083416134,0.4444444444444444,0.496031746031746,0.5396825396825397,0.5119047619047619,0.4880952380952381,0.5198412698412699
2026-06-21 15:55:18,overnight V2 T=BoW+VADER delta 0.98,0.5112433862433862,-0.014430271815940773,0.48412698412698413,0.5119047619047619,0.5396825396825397,0.5158730158730159,0.49603174603174605,0.5198412698412699
