ticker;site;headline;date
GOOG;wsj;Google Parent Alphabet's Revenue Rises, but Profit;2018-02-02
GOOGL;wsj;Google Parent Alphabet's Revenue Rises, but Profit;2018-02-02
GOOG;wsj;Google Parent Alphabet's Revenue Continues to March;2017-04-27
GOOGL;wsj;Google Parent Alphabet's Revenue Continues to March;2017-04-27
GOOG;wsj;Google Parent Alphabet Tries Again With Eyeglass-;2017-07-19
GOOGL;wsj;Google Parent Alphabet Tries Again With Eyeglass-;2017-07-19
GOOGL;cnbc;Google parent Alphabet tops earnings estimates;2015-10-22
GOOGL;cnbc;Google parent Alphabet sees shares pop after earnings beat;2017-10-26
GOOGL;cnbc;Google parent Alphabet sees earnings, revenue beat and;2016-10-27
GOOG;cnbc;Google parent Alphabet Q4 earnings results;2016-02-01
GOOGL;cnbc;Google parent Alphabet passes Apple market cap at the;2016-02-02
GOOG;wsj;Google Parent Alphabet Gets Boost From Ads;2016-10-27
GOOGL;wsj;Google Parent Alphabet Gets Boost From Ads;2016-10-27
GOOG;wsj;Google Parent Alphabet Forms New Driverless-Car;2016-12-13
GOOG;wsj;Google Parent Alphabet Finds New Growth Beyond Search;2017-01-26
GOOGL;wsj;Google Parent Alphabet Finds New Growth Beyond Search;2017-01-26
GOOG;theguardian;Google paid former executive $35m after sexual assault;2019-03-12
AAPL;theguardian;Google paid Apple $1bn to be default iOS search engine;2016-01-22
GOOG;nytimes;Google Overhauls Sexual Misconduct Policy After;2018-11-08
GOOG;bbc;Google overhauls privacy and security settings;2015-06-01
GOOG;bloomberg;Google Overhauls Policies After Uproar Over YouTube;2017-03-21
GOOG;wsj;Google Overhauls iOS Gmail App;2016-11-07
GOOG;bbc;Google outlines $13bn US investment;2019-02-13
GOOG;theguardian;Google ordered to remove links to 'right to be forgotten;2015-08-20
GOOG;theguardian;Google offices raided in Paris as prosecutors announce;2016-05-24
GOOG;bbc;Google offers virtual reality Street View;2015-10-13
GOOG;wsj;Google Offers Olive Branch to Publishers by Relaxing;2017-09-12
GOOG;reuters;Google offers bug bounty to clean up mobile apps;2017-10-19
GOOG;bbc;Google offers $1.5m 'prize' for spotting Pixel phone bugs;2019-11-22
GOOG;cnbc;Google not patriotic, says Palantir co-founder on Peter Thiel;2019-07-15
MSFT;cnbc;Google no longer considers Microsoft Cortana a competitor;2019-02-05
GOOG;theguardian;Google News may shut over EU plans to charge tax for links;2018-11-18
GOOG;cnbc;Google Nest talked to senior living facilities;2018-07-23
GOOG;wsj;Google Needed to Bow to Convention;2019-12-03
AMZN;bloomberg;Google Narrows Search Gap With Amazon, Retailers Left;2017-12-20
GOOG;bloomberg;Google Narrows Search Gap With Amazon, Retailers Left;2017-12-20
GOOG;bbc;Google must provide details on Nest microphone error;2019-02-28
GOOG;cnbc;Google misses out on billions in China;2018-01-17
GOOG;wsj;Google Misses Out on Apple's Slice of Mobile Transactions;2015-06-05
GOOG;nytimes;Google Missed Out on China. Can It Flourish in India?;2017-12-05
GOOG;nytimes;Google Misled Consumers Over Location Tracking;2019-10-29
GOOG;nytimes;Google Memo Author Sues, Claiming Bias Against White;2018-01-08
GOOG;wsj;Google May Reunite With Nest as It Takes on Amazon;2017-11-30
GOOG;cnbc;Google may not have to reveal as much info as the;2017-07-17
GOOG;bloomberg;Google May Have to Get Used to Third Place in the Cloud;2018-11-13
GOOG;theguardian;Google Maps: a decade of transforming the mapping;2015-02-08
GOOG;bbc;Google Maps turns into Pac-Man game for April Fools' Day;2015-04-01
GOOG;cnbc;Google Maps spam fighters;2018-04-13
GOOG;nytimes;Google Maps Pulls Calorie-Counting Feature After Criticism;2017-10-17
GOOG;wsj;Google Maps Makeover Reduces Clutter, Highlights Hotspots;2016-07-26
GOOG;bbc;Google Maps gets offline search and directions;2015-11-10
GOOG;bbc;Google Maps deterring outback tourists, say small firms;2019-01-16
GOOG;bloomberg;Google Maps Briefly Renames Senate Office Building After;2018-08-29
GOOG;cnbc;Google Maps AR first look at augmented reality directions;2019-03-15
GOOG;cnbc;Google Maps AR directions released for iPhones and;2019-08-08
GOOG;bbc;Google Maps alters disputed South China Sea shoal name;2015-07-14
GOOG;theguardian;Google Maps accused of deleting Palestine – but the truth;2016-08-10
GOOG;cnbc;Google Maps accessibility changes;2018-03-18
GOOG;bloomberg;Google Makes So Much Money, It Never Had to Worry;2016-12-08
GOOG;wsj;Google Makes Slow Progress in Diversifying Its Workforce;2016-06-30
GOOG;wsj;Google Makes Nevada Land Grab for Data Center;2017-04-17
GOOG;wsj;Google Makes Most of Close Ties to White House;2015-03-24
GOOG;nytimes;Google Makes Its Special A.I. Chips Available to Others;2018-02-12
GOOG;wsj;Google Makes Housing Commitment Valued at $1 Billion;2019-06-18
GOOG;theguardian;Google makes Android more family-friendly with new;2015-05-29
GOOG;wsj;Google Makes $300 Million Commitment to Supporting News;2018-03-20
GOOG;theguardian;Google made large contributions to climate change deniers;2019-10-11
GOOG;theguardian;Google made $4.7bn from news sites in 2018, study claims;2019-06-10
GOOG;nytimes;Google Made $4.7 Billion From the News Industry in 2018;2019-06-09
GOOG;theguardian;Google loses landmark 'right to be forgotten' case;2018-04-14
GOOG;bbc;Google loses data as lightning strikes - BBC News;2015-08-19
GOOG;bbc;Google loses 'right to be forgotten' case;2018-04-13
GOOG;bbc;Google logo: Why do businesses change their typeface?;2015-09-02
GOOG;wsj;Google Lobbies for Cheaper Airwaves;2015-01-05
GOOG;nytimes;Google Legally Fired Diversity Memo Author, Labor;2018-02-16
GOOG;cnbc;Google legal chief David Drummond affair detailed;2019-08-28
GOOG;theguardian;Google launches WhatsApp competitor Allo;2016-09-21
GOOG;bbc;Google launches video chat app, Duo, to compete with;2016-08-16
GOOG;bbc;Google launches Play Pass apps subscription package;2019-09-23
GOOG;bloomberg;Google Launches PixelBook Laptop Embedded With its;2017-10-04
AAPL;theguardian;Google launches Pixel phone in direct bid to take on;2016-10-04
GOOG;bbc;Google launches Kenya's Samburu Park on Street View;2015-09-15
GOOG;bbc;Google launches India mobile payments app Tez;2017-09-18
GOOG;cnbc;Google launches Cloud AutoML, starting with vision tool;2018-01-17
AAPL;theguardian;Google launches cheaper Pixel 4 to undercut Apple's iPhone;2019-10-15
GOOG;wsj;Google Lab Puts a Time Limit on Innovations;2015-03-31
GOOG;nytimes;Google Knows Where You've Been, but Does It Know Who;2018-09-12
GOOG;wsj;Google Kills Plan to Make Modular Phone;2016-09-02
GOOG;cnbc;Google just rolled out a bunch of updates to its search engine;2018-09-24
GOOG;nytimes;Google Is Trying Too Hard (or Not Hard Enough) to Diversify;2018-03-09
GOOG;theguardian;Google is trying to stop you having to put in passwords;2016-08-05
GOOG;wsj;Google Is the Best—and the Worst— Wireless Carrier;2019-03-15
GOOG;cnbc;Google is tech's top spender on lobbying;2019-06-09
GOOG;nytimes;Google Is Teaching Children How to Act Online. Is It;2018-10-23
GOOG;cnbc;Google is still mostly white and male;2017-06-30
GOOG;cnbc;Google is spending $30 million on housing for Silicon;2017-06-14
GOOG;cnbc;Google is shutting down its Plus social network sooner;2018-12-10
GOOG;cnbc;Google is shutting down chat app Allo;2018-12-05
GOOGL;theguardian;Google is scattering Alphabet blocks to mute its own success;2015-08-11
GOOG;nytimes;Google Is Said to Be Shopping for More Real Estate in;2018-11-07
GOOG;theguardian;Google is returning to China? It never really left;2015-09-21
GOOG;bloomberg;Google Is Planning China Search App, Ending Long Boycott;2018-08-01
GOOG;theguardian;Google is not 'just' a platform. It frames, shapes and distorts;2016-12-11
GOOG;bloomberg;Google Is Moving More Hardware Production Out of China;2019-06-12
GOOG;bbc;Google is irresponsible claims Fortnite's chief in bug row;2018-08-27
GOOG;bloomberg;Google Is in Talks With Tencent and Inspur for China Cloud;2018-08-05
GOOG;bloomberg;Google Is in Talks to Buy Nokia's Airborne Broadband;2018-04-11
GOOG;bloomberg;Google Is in China Cloud Talks With Tencent, Others;2018-08-03
GOOG;cnbc;Google is getting into banking to take back the business it;2019-11-13
GOOG;nytimes;Google Is Fined $57 Million Under Europe's Data Privacy;2019-01-21
GOOG;wsj;Google Is Fined $5 Billion by EU in Android Antitrust Case;2018-07-18
GOOG;nytimes;Google Is Fined $170 Million for Violating Children's;2019-09-04
GOOG;bloomberg;Google Is Courting Trouble in China;2018-08-02
GOOG;bloomberg;Google Is Close to Buying HTC Assets to Bolster Hardware;2017-09-20
GOOG;cnbc;Google is buying $820 million worth of property in Silicon;2017-07-27
GOOG;cnbc;Google IO keynote responsible use of AI;2018-05-08
GOOG;cnbc;Google IO announcements: Pixel 3a, Google Assistant;2019-05-07
GOOG;reuters;Google invests $700 million in Danish data centre, secures;2018-11-19
GOOG;bloomberg;Google Invests $670 Million to Expand Its Data Center in;2019-05-27
GOOG;wsj;Google Invests $550 Million in Chinese Online Shopping;2018-06-18
GOOG;cnbc;Google investing $120 million into Chushou, China's e-;2018-01-05
GOOG;nytimes;Google Introduces Wireless Service Called Project Fi;2015-04-22
GOOG;wsj;Google Introduces Two Nexus Phones, Focusing on;2015-09-29
GOOG;nytimes;Google Introduces the Pixel, Its Own Smartphone;2016-10-04
GOOG;nytimes;Google Introduces Products That Will Sharpen Its Ad Focus;2016-03-15
GOOG;bloomberg;Google Introduces Ad-Free YouTube Subscription;2015-10-21
GOOG;nytimes;Google Intensifies Focus on Its Cardboard Virtual Reality;2015-05-28
GOOG;cnbc;Google infosec head Heather Adkins: Ignore scare stories;2019-02-09
GOOG;bloomberg;Google in China: When 'Don't Be Evil' Met the Great Firewall;2018-11-08
GOOG;bbc;Google in China: Internet giant 'plans censored search;2018-08-02
GOOG;theguardian;Google I/O 2016: from Allo to Daydream, what you need to;2016-05-19
GOOG;cnbc;Google honors 44th birthday of hip hop with doodle;2017-08-11
GOOG;nytimes;Google Home: A Voice-Activated Device That Already;2016-05-18
AMZN;wsj;Google Home vs. Amazon Echo: Which Robot Do You Let;2016-11-07
GOOG;wsj;Google Home vs. Amazon Echo: Which Robot Do You Let;2016-11-07
GOOG;theguardian;Google Home review: the smart speaker that answers;2017-05-10
GOOG;nytimes;Google Home Helps You Leave the House, Too;2016-12-26
GOOG;theguardian;Google Home devices stop responding to Burger King's TV;2017-04-12
GOOG;cnbc;Google Home A.I. speaker is coming to the UK to challenge;2017-03-28
GOOG;bbc;Google hit with record EU fine over Shopping service;2017-06-27
GOOG;bbc;Google hit with €4.3bn Android fine from EU;2018-07-18
GOOG;bbc;Google hit with €1.5bn fine from EU over advertising;2019-03-20
GOOG;bbc;Google hit with £44m GDPR fine over ads;2019-01-21
GOOG;cnbc;Google hires Geisinger CEO David Feinberg to oversee;2018-11-08
GOOG;nytimes;Google Hires Firm Known for Anti-Union Efforts;2019-11-20
GOOG;cnbc;Google Hire is a recruiting tool that works with Google apps;2017-07-18
GOOG;nytimes;Google Helping Mobile Publishing? Some Publishers Are;2017-01-01
GOOG;bbc;Google hearing sees 'idiot' trending;2018-12-12
GOOG;cnbc;Google Health's David Feinberg focus on search for;2019-11-02
GOOG;cnbc;Google Health unit absorbs DeepMind health;2018-11-13
GOOG;cnbc;Google hasn't updated Gmail, Drive, Photos storage limit in;2018-10-01
GOOG;cnbc;Google has reportedly ended China search project;2018-12-17
GOOG;wsj;Google Has Picked an Answer for You—Too Bad It's Often;2017-11-16
GOOG;theguardian;Google has been tracking Android users even with location;2017-11-22
GOOG;cnbc;Google has banned 200 publishers since it passed a new;2017-01-25
GOOG;cnbc;Google has a roller coaster at CES and I just rode it;2019-01-08
GOOG;bloomberg;Google Has a New Plan for China (and It's Not About Search);2017-10-30
GOOG;bloomberg;Google Has a Diversity Problem. And a Lawsuit Problem;2018-03-07
GOOG;bloomberg;Google Hangs Onto Its Trademark in Court;2017-05-16
GOOG;reuters;Google halts political ads in Singapore as election looms;2019-12-03
GOOG;bbc;Google halts glucose-sensing contact lens project;2018-11-19
GOOG;bbc;Google hails net balloon 'breakthrough';2017-02-16
GOOG;bloomberg;Google Grapples With 'Horrifying' Reaction to Uncanny AI;2018-05-10
GOOGL;nytimes;Google Goal in Restructuring as Alphabet: Autonomy;2015-08-11
GOOG;cnbc;Google Glass: becoming a surprise success;2017-04-11
GOOG;bbc;Google Glass sales halted but firm says kit is not dead;2015-01-15
GOOG;theguardian;Google Glass is back! But now it's for businesses?;2015-07-31
GOOG;bloomberg;Google Glass Gets It Right the Second Time;2017-07-19
GOOG;wsj;Google Glass Gets a New Direction;2015-01-15
GOOG;bloomberg;Google Glass Finds a New Home at the Factory;2019-05-20
GOOG;wsj;Google Gives Parents Greater Powers;2017-03-15
GOOG;bbc;Google given green light for Toronto smart city;2019-10-31
GOOG;theguardian;Google given access to healthcare data of up to 1.6 million;2016-05-04
GOOG;wsj;Google Gets Starting Bonus;2015-07-16
GOOG;bloomberg;Google Gets Beaten to the Punch by AT&T on Super-Fast;2016-04-25
GOOG;theguardian;Google gave top executive $90m payoff but kept sexual;2018-10-25
GOOG;bloomberg;Google Founders Larry Page and Sergey Brin to Step;2019-12-03
GOOG;bbc;Google founders Larry Page and Sergey Brin step back;2019-12-04
GOOG;bloomberg;Google Founders Give Up on Being the Warren Buffett of;2019-12-03
GOOG;cnbc;Google found it's underpaying some men as it studies;2019-03-04
GOOG;nytimes;Google Fires Engineer Who Wrote Memo Questioning;2017-08-07
GOOG;wsj;Google Fires Employee Who Wrote Memo Criticizing;2017-08-08
GOOG;cnbc;Google fires employee who penned controversial memo on;2017-08-07
GOOG;reuters;Google fires employee behind anti-diversity memo;2017-08-07
GOOG;bbc;Google fires diversity memo author;2017-08-07
GOOG;bloomberg;Google Fires Author of Divisive Memo on Gender Differences;2017-08-07
GOOG;nytimes;Google Fires 4 Workers Active in Labor Organizing;2019-11-25
GOOG;theguardian;Google fined record €2.4bn by EU over search engine results;2017-06-27
GOOG;theguardian;Google fined record £44m by French data protection;2019-01-21
GOOG;bloomberg;Google Fined Record $5 Billion by EU, Given 90 Days to;2018-07-17
GOOG;nytimes;Google Fined Record $2.7 Billion in E.U. Antitrust Ruling;2017-06-27
GOOG;theguardian;Google fined €1.49bn by EU for advertising violations;2019-03-20
GOOG;theguardian;Google fined £3.8bn by EU over Android antitrust violations;2018-07-18
GOOG;cnbc;Google fined $21 million in India for abusing dominant;2018-02-09
GOOG;bloomberg;Google Fine Is Small Change Compared With EU's Bigger;2017-06-27
GOOG;bloomberg;Google Finds Its Deal Whisperers at Old-School Bank Lazard;2019-11-18
GOOG;nytimes;Google Finds It's Underpaying Many Men as It Addresses;2019-03-04
GOOG;bloomberg;Google Finds Cheap Way Out of Multibillion-Dollar 'Wi-Spy';2019-07-21
GOOG;cnbc;Google Finds Accounts Connected to Russia Bought;2017-10-09
GOOG;nytimes;Google Finds Accounts Connected to Russia Bought;2017-10-09
AAPL;bbc;Google finds 'indiscriminate iPhone attack lasting years';2019-08-29
GOOG;bbc;Google finds 'indiscriminate iPhone attack lasting years';2019-08-29
GOOG;wsj;Google Financial Chief Pichette to Retire;2015-03-10
GOOG;bloomberg;Google Figures Out How to Make People Care About Art;2018-01-22
GOOG;bbc;Google fights plan to extend 'right to be forgotten';2018-09-11
GOOG;theguardian;Google Fiber to cut jobs and halt expansion of US internet;2016-10-26
GOOG;bbc;Google Fiber broadband plan scaled back;2016-10-26
AAPL;cnbc;Google Fi simple phone service expands to Apple iPhone;2018-11-28
GOOG;bbc;Google faces winged-monkey privacy protest;2019-10-03
GOOG;wsj;Google Faces Tall Order Policing Content;2017-03-23
GOOG;theguardian;Google faces new discrimination charge: paying female;2018-01-03
GOOG;bbc;Google faces lawsuit over removing Gab from Play Store;2017-09-18
GOOG;nytimes;Google Faces Internal Backlash Over Handling of Sexual;2018-10-31
GOOG;bloomberg;Google Eyes Former Hillary Clinton Aide for Top Policy Job;2018-01-25
GOOG;theguardian;Google eyes British partnership to buy firm behind Tesco's;2015-06-18
GOOG;wsj;Google Exposed User Data, Feared Repercussions of;2018-10-08
GOOG;bbc;Google explains 'weird' 1975 text message bug;2018-06-01
GOOG;cnbc;Google expected to announce Yeti gaming console;2019-03-17
GOOG;cnbc;Google expands Try Now button with AppOnboard demo;2018-08-30
GOOG;theguardian;Google expands self-driving car trial to rain and hills of;2016-02-03
GOOG;cnbc;Google expands 'Fact Check' tool to flag up fake news in;2017-04-07
GOOG;wsj;Google Executives Grilled Over Much-Criticized U.K. Tax;2016-02-12
GOOG;bbc;Google executive warns of face ID bias;2018-07-26
GOOG;bbc;Google executive leaves after sexual harassment claim;2018-10-31
GOOG;cnbc;Google exec shares a simple trick he uses to relax and;2017-04-18
GOOG;wsj;Google Establishes Alphabet Holding Company;2015-10-02
GOOGL;wsj;Google Establishes Alphabet Holding Company;2015-10-02
GOOG;theguardian;Google enters race for nuclear fusion technology;2017-07-25
GOOG;bloomberg;Google Engineers Refused to Build Security Tool to Win;2018-06-21
GOOG;cnbc;Google engineer posts anti-diversity treatise;2017-08-07
GOOG;nytimes;Google Ends Forced Arbitration for All Employee Disputes;2019-02-21
GOOG;cnbc;Google employees walk-out in protest of sexual;2018-11-01
GOOG;reuters;Google employees stage walkout;2018-11-01
GOOG;wsj;Google Employees Stage Global Walkout Over Treatment;2018-11-01
GOOG;theguardian;Google employees sign letter against censored search;2018-11-27
GOOG;nytimes;Google Employees Say They Faced Retaliation After;2019-04-22
GOOG;cnbc;Google employees protested security team interrogation;2019-11-19
GOOG;nytimes;Google Employees Protest Secret Work on Censored;2018-08-16
GOOG;reuters;Google employees organize to fight cyber bullying at work;2018-03-31
GOOG;theguardian;Google employees deterred from reporting discrimination;2017-07-19
GOOG;bbc;Google employees criticise 'censored China search engine';2018-08-16
GOOG;theguardian;Google employees call for removal of rightwing thinktank;2019-04-02
GOOG;cnbc;Google employee protests as part of new tech resistance;2018-11-03
GOOG;theguardian;Google employee fired over diversity row considers legal;2017-08-08
GOOG;bbc;Google employee anti-diversity memo causes row;2017-08-07
GOOG;wsj;Google Emerges as Early Winner From Europe's New Data;2018-05-31
GOOG;nytimes;Google Earth's New Voyager Tool Aims to Feed Our;2017-04-21
GOOG;bloomberg;Google Earth Has Cars Sniffing U.S. Cities to Guard Your;2017-11-07
GOOG;cnbc;Google earnings: Alphabet reveals gains on Uber, Nest in;2018-04-23
GOOGL;cnbc;Google earnings: Alphabet reveals gains on Uber, Nest in;2018-04-23
GOOG;wsj;Google Duo Review: A Bet on Simplicity;2016-08-16
GOOG;nytimes;Google Duo Makes Video Calling Between Operating;2016-08-16
GOOG;bbc;Google drops plans for Berlin campus after protests;2018-10-24
GOOG;bloomberg;Google Drops Out of Pentagon's $10 Billion Cloud;2018-10-08
GOOG;bbc;Google drops $10bn battle for Pentagon data contract;2018-10-09
GOOG;bloomberg;Google Drone Delivery Gets First FAA Clearance;2019-04-23
GOOG;bbc;Google driverless cars free to public in Phoenix;2017-04-25
GOOG;theguardian;Google dominates search. But the real problem is its;2015-04-19
GOOG;theguardian;Google Docs users hit with sophisticated phishing attack in;2017-05-03
GOOG;bbc;Google Docs phishing email 'cost Minnesota;2017-05-08
GOOG;bbc;Google Docs offline for 'significant' number of users;2017-11-15
GOOG;nytimes;Google Docs Glitch That Locked Out Users Underscores;2017-10-31
GOOG;cnbc;Google Diversity Report 2018 numbers reactions;2018-06-15
GOOG;theguardian;Google disables April fool joke amid user fury after prank;2016-04-01
GOOG;cnbc;Google did not disclose security bug because it feared;2018-10-08
GOOG;theguardian;Google develops computer program capable of learning;2015-02-25
GOOG;wsj;Google Developing Stand-Alone Virtual-Reality Headset;2016-02-11
GOOG;bbc;Google developing kill switch for AI;2016-06-08
GOOG;wsj;Google Details Major New York Expansion;2018-12-17
GOOG;bbc;Google designs emojis depicting professional women;2016-05-11
GOOG;bbc;Google denies Android breaks competition rules;2016-11-10
GOOG;cnbc;Google deletes malware on apps for kids;2018-01-12
GOOG;bbc;Google defends Trump election reaction;2018-09-13
GOOG;reuters;Google defeats Zombie Go Boom 'Adpocalypse' lawsuit;2018-03-08
GOOG;bbc;Google defeats Oracle in Java code copyright case;2016-05-27
GOOG;bbc;Google DeepMind's co-founder goes on leave;2019-08-21
GOOG;bbc;Google DeepMind: AI becomes more alien;2017-10-18
GOOG;cnbc;Google DeepMind patient data deal with UK health service;2017-07-03
GOOG;theguardian;Google DeepMind pairs with NHS to use machine learning;2016-07-05
GOOG;bbc;Google DeepMind NHS app test broke UK privacy law;2017-07-03
GOOG;bloomberg;Google DeepMind Makes AI Training Platform Publicly;2016-12-05
GOOG;bloomberg;Google DeepMind Co-Founder Placed on Leave From AI Lab;2019-08-21
GOOG;bloomberg;Google DeepDream's AI Art Will Star in Music Videos;2015-10-21
GOOG;bloomberg;Google Debuts Software to Open Up Quantum Computers;2017-10-23
GOOG;bloomberg;Google Debuts Cheaper Pixel Phones After Premium;2019-05-07
GOOG;wsj;Google Daydream View Review: A VR Headset With More;2016-11-10
GOOG;bbc;Google data centres to be 100% renewable-powered by;2016-12-06
GOOG;bloomberg;Google Cuts Its Giant Electricity Bill With DeepMind;2016-07-19
GOOG;nytimes;Google Curbs Expansion of Fiber Optic Network, Cutting;2016-10-25
GOOG;bloomberg;Google Culture War Escalates as Era of Transparency;2019-12-13
GOOG;nytimes;Google Cultural Institute Puts Us All Onstage;2015-12-01
GOOG;bloomberg;Google Critic Thiel Gave Money to Official Probing Search;2017-11-15
GOOG;nytimes;Google Critic Ousted From Think Tank Funded by the Tech;2017-08-30
GOOG;wsj;Google Creates Parent Company Called Alphabet in;2015-08-10
GOOGL;wsj;Google Creates Parent Company Called Alphabet in;2015-08-10
GOOG;nytimes;Google Cousin Develops Technology to Flag Toxic Online;2017-02-23
GOOG;bloomberg;Google Could Owe Oracle $8.8 Billion in Android Fight;2018-03-27
GOOG;wsj;Google Contractors Listen to Recordings of People Using;2019-07-11
GOOG;theguardian;Google contract workers in Pittsburgh vote to form union;2019-09-24
GOOG;bloomberg;Google Consolidates Its Payments Services Under Brand;2018-01-08
GOOG;bloomberg;Google Considering Pulling News Service From Europe;2019-01-22
GOOG;cnbc;Google confirms details of upcoming ad-blocker in Chrome;2017-06-01
GOOG;theguardian;Google computers qualify as drivers in automated cars, US;2016-02-09
GOOG;bloomberg;Google Computers Defeat Human Players at 2500-Year;2016-01-27
GOOG;bbc;Google commits to £1bn UK investment plan;2016-11-15
GOOG;wsj;Google Co-Founders Page, Brin Give Up Management Roles;2019-12-03
GOOG;theguardian;Google co-founders Page and Brin step down from parent;2019-12-03
TSLA;bloomberg;Google Co-Founder Sergey Brin Said to Get Tesla's Fourth;2015-09-30
GOOG;cnbc;Google co-founder Sergey Brin is 'surprised' by pace of A.I;2017-01-19
GOOG;reuters;Google co-founder Page backing two start-ups making;2016-06-09
GOOG;wsj;Google Co-Founder Enlisted Engineer For His Flying Car;2017-08-03
GOOG;cnbc;Google cloud revenue passes $1 billion per quarter;2018-02-01
GOOG;cnbc;Google cloud plagued by internal clashes in its effort to;2018-11-21
GOOG;wsj;Google Cloud Lures Amazon Web Services Customer Spotify;2016-02-23
GOOG;nytimes;Google Cloud Executive Who Sought Pentagon Contract;2018-11-16
GOOG;bloomberg;Google Cloud Executive Bryant Leaves After Less Than a;2018-07-03
GOOG;wsj;Google Cloud Chief's Plan to Catch Amazon and Microsoft;2019-02-12
MSFT;wsj;Google Cloud Chief's Plan to Catch Amazon and Microsoft;2019-02-12
GOOG;cnbc;Google cloud chief Kurian has aggressive plan to hire;2019-04-08
GOOG;theguardian;Google claims it has achieved 'quantum supremacy';2019-10-23
GOOG;wsj;Google Claims Breakthrough in Quantum Computing;2019-10-23
GOOG;nytimes;Google Claims a Quantum Breakthrough That Could;2019-10-23
GOOG;bbc;Google city sparks fresh controversy;2019-06-25
GOOG;nytimes;Google Chrome Now Blocks Irksome Ads. That's a Good;2018-02-18
GOOG;bbc;Google Chrome changes could 'destroy' ad-blockers;2019-01-24
GOOG;cnbc;Google China: What businesses the search giant has in;2019-07-17
GOOG;bloomberg;Google Changing a Closely Watched Metric of Its Ads;2018-04-02
GOOG;theguardian;Google changes policy to block misleading ads for anti-;2019-05-20
GOOG;wsj;Google Challenges South Korea Over Mapping Restrictions;2016-05-17
GOOG;wsj;Google CFO Expects to Double New York Staff Over;2018-11-13
GOOG;cnbc;Google CEO's sunny new message: We want to be helpful;2019-06-19
GOOGL;cnbc;Google CEO's sunny new message: We want to be helpful;2019-06-19
GOOG;cnbc;Google CEO: You don't need to code to be successful;2018-01-19
GOOG;cnbc;Google CEO: We're 'not close' to launching search in China;2018-08-16
GOOG;cnbc;Google CEO: We feel we're ahead of Apple, others in;2016-06-01
GOOG;cnbc;Google CEO: A.I. is more important than fire or electricity;2018-02-01
GOOG;wsj;Google CEO Warns Staff: Stay Nonpartisan;2018-09-21
GOOG;wsj;Google CEO Tops Other Alphabet Execs With $200 Million;2017-04-28
GOOGL;wsj;Google CEO Tops Other Alphabet Execs With $200 Million;2017-04-28
GOOG;cnbc;Google CEO to meet with US lawmakers after previous snub;2018-09-28
GOOG;wsj;Google CEO to Meet With Top GOP Lawmakers;2018-09-27
GOOG;bloomberg;Google CEO Tells Staff China Plans Are 'Exploratory' After;2018-08-16
GOOG;wsj;Google CEO Tells Employees Company Isn't Close to;2018-08-16
GOOG;cnbc;Google CEO Sundar Pichai: YouTube is too big to fix;2019-06-17
GOOG;cnbc;Google CEO Sundar PIchai: moving all directions at once;2017-05-18
GOOG;cnbc;Google CEO Sundar Pichai: 'We didn't always get it right';2018-11-01
GOOG;cnbc;Google CEO Sundar Pichai: 'very high bar' for acquisitions;2019-02-04
GOOG;theguardian;Google CEO Sundar Pichai: 'I don't know whether humans;2017-10-07
GOOG;bbc;Google CEO Sundar Pichai writes back to girl, 7, who;2017-02-16
GOOG;wsj;Google CEO Sundar Pichai to Meet With Top GOP;2018-09-24
GOOG;cnbc;Google CEO Sundar Pichai testifies before Congress on;2018-12-11
GOOG;theguardian;Google CEO Sundar Pichai refuses to rule out censored;2018-12-11
GOOG;cnbc;Google CEO Sundar Pichai memo on changes sexual;2018-11-08
GOOG;theguardian;Google CEO Sundar Pichai joins long list of celebrities;2016-06-28
GOOG;cnbc;Google CEO Sundar Pichai is meeting with GOP;2018-09-25
GOOG;cnbc;Google CEO Sundar Pichai had a tough and terrible year;2018-12-16
GOOG;wsj;Google CEO Sundar Pichai Faces Lawmakers Skeptical;2018-12-11
GOOG;cnbc;Google CEO Sundar Pichai faces all hands meeting about;2017-08-10
GOOG;cnbc;Google CEO Sundar Pichai doubled his pay last year to;2017-04-28
GOOG;cnbc;Google CEO Sundar Pichai does not regret firing James;2018-01-19
GOOG;cnbc;Google CEO Sundar Pichai declines invite to testify in Senate;2018-09-01
GOOG;cnbc;Google CEO Sundar Pichai cancels all-hands meeting;2017-08-10
GOOG;cnbc;Google CEO Sundar Pichai added to Alphabet board;2017-07-24
GOOG;bloomberg;Google CEO Shunned a Stock Award After Lavish Payouts;2019-05-29
AAPL;bloomberg;Google CEO Sets 'AI-First' Device Blueprint to Catch Apple;2017-10-04
GOOG;bloomberg;Google CEO Sets 'AI-First' Device Blueprint to Catch Apple;2017-10-04
GOOG;cnbc;Google CEO says this quote perfectly captures what it;2016-06-27
GOOG;bloomberg;Google CEO Says China Search Engine Project Was;2018-11-01
GOOG;cnbc;Google CEO says 'work on privacy and security is never;2019-05-07
GOOG;bloomberg;Google CEO Opens New Japan Campus in Tokyo's Trendy;2019-11-19
GOOG;cnbc;Google CEO on censored search app in China;2018-10-15
GOOG;cnbc;Google CEO memo says 48 fired for sexual misconduct;2018-10-25
GOOG;bloomberg;Google CEO Joins Alphabet Board in Show of Trust From;2017-07-24
GOOGL;bloomberg;Google CEO Joins Alphabet Board in Show of Trust From;2017-07-24
GOOG;wsj;Google CEO Gets Equity Award of $199 Million;2016-02-08
GOOG;bbc;Google car pulled over for being too slow - BBC News;2015-11-13
