date,price,volume,dlyret,sdAdjClose,past_3ret,past_7ret,ret1,ret7,dlyretSPX,volumeSPX,VIX,TVADER,TBoW,TTBlob,TRoBERTa,HLVADER,HLBoW,HLTBlob,HLRoBERTa
2015-01-02,308.5199890136719,2783200,-0.005896623340917118,5.506922586311462,-0.0037705681564016436,0.000967342753714906,-0.015699837695514876,-0.03996618722828313,-0.0003399873718977764,1504833333,17.79,-0.05286880079095454,-0.22310442689798005,-0.2170410569069529,-0.11452928662224726,,,,
2015-01-05,302.19000244140625,2774200,-0.02051726564785117,5.0240327848070585,-0.008750898529058119,-0.0018471874491302767,-0.02299491104424564,-0.029678406268301056,-0.018278107083859685,2110622222,19.92,0.08176353405182983,0.21302835226338412,0.12461572217703022,0.33608627134759317,,,,
2015-01-06,295.2900085449219,3519000,-0.022833296405370906,5.293033917756983,-0.016415728464713064,-0.003588581310841293,0.0030924821100315127,-0.035462143841911764,-0.008893486028764053,2477838889,21.12,0.04024807103572255,0.12282041551498456,0.16166148578042927,0.35168093044374055,,,,
2015-01-07,298.4200134277344,2640300,0.010599765627817836,5.478709099220345,-0.010916932141801413,-0.004931187938571581,0.00046611656714649473,-0.03189936353291767,0.011629823080879564,2114155556,19.31,0.05389540454937119,0.03190030827744062,-0.0019020953237014453,0.13222238426811622,,,,
2015-01-08,300.4599914550781,3088400,0.006835929011301811,5.224725194363954,-0.0017992005887504197,-0.005318081697615337,-0.015092271940885709,-0.039936341071275465,0.017888345920331616,2185561111,17.01,0.041973656706019914,0.026365247153685906,0.09890050933891782,0.15438124864489003,,,,
2015-01-09,296.92999267578125,2592400,-0.01174864833817535,5.438136404225258,0.0018956821003147661,-0.006199849384514423,-0.020668080208843594,-0.0010417984982428639,-0.008403891103416772,1868966667,17.55,0.12911508973676425,0.11298120169144345,0.08985914691417729,0.0984324008551256,,,,
2015-01-12,291.4100036621094,3421400,-0.01859020358276564,5.996774703827413,-0.007834307636546392,-0.008878620382280076,-0.009210772659542,0.04316255164613644,-0.008093661513783657,1920255556,19.6,0.09368580897583381,0.22107904463957592,0.10753737404506142,0.3562737954600352,0.254,1.0,0.3,0.46912017
2015-01-13,294.739990234375,4136400,0.011427152569980947,6.154411713004597,-0.006303899783653348,-0.0064037952521517815,0.004590129042954592,0.07008537144513013,-0.0025785648782700177,2281833333,20.56,0.07430677667855744,0.35925610602348096,0.11595175489977211,0.3159082093909478,0.182,0.0,0.125,0.30474904
2015-01-14,293.2699890136719,5538700,-0.004987450869948784,6.38774413845951,-0.004050167294244493,-0.004185250283880012,-0.02397955031622024,0.05326531857860332,-0.005813062584341333,2432600000,21.48,0.07964530133788134,0.16009745975489204,0.08786539010483715,0.18767638742771364,,,,
2015-01-15,286.95001220703125,4419200,-0.0215500291315045,7.043320799974041,-0.005036775810490779,-0.004001926387613383,0.015579123494814901,0.0715034277909305,-0.00924788815027322,2375955556,22.39,0.04141538416433099,0.33852319313486595,0.1612172410578667,0.10043341423658729,,,,
2015-01-16,290.739990234375,3478200,0.013207798801588178,7.405247273421523,-0.004443227066621702,-0.0036293502199319055,-0.010765897453468228,0.0386889759250214,0.013424199691870697,2253561111,20.95,-0.002849510429691389,-0.06668491434521957,-0.051576986159001144,0.0722634826491269,0.19774999999999998,0.0,0.00625,0.15000465575
2015-01-20,289.44000244140625,3075100,-0.004471307135701541,7.802172662354231,-0.004271179155205955,-0.005244669669503813,0.02627394340108508,0.07643965961586037,0.0015499499856392873,2191300000,19.89,0.08304240988200388,0.10879664170961333,0.14557654312748175,0.23297663562694018,0.175,0.0,-0.0625,0.312425865
2015-01-21,297.25,10065100,0.02698313119374296,7.831679718293799,0.011906540953209865,0.00028844169219880263,0.0344000244140625,0.18176666259765625,0.004731650639044682,2072261111,18.85,0.07684808539773584,-0.04301285045375182,0.1260303550314011,0.20254117680190134,0.063,0.0,0.0,0.050167274
2015-01-22,310.32000732421875,5362600,0.04396974709577384,8.036616390821466,0.02216052371793842,0.009225577503418727,0.013989964502809017,0.18303692906455715,0.01526976753341347,2320027778,16.4,0.08368747161120313,0.00512504735961158,0.11661323344237721,0.25659540004625475,0.042499999999999996,0.5,0.0,-0.055639548999999996
2015-01-23,312.3900146484375,4496400,0.006670557087400608,8.382175026978695,0.025874478458972467,0.008546063863050108,-0.006927084893123886,0.16589692532129013,-0.005491602646438665,1985311111,16.66,0.11287301823078276,0.28959993099575276,0.1575622106864107,0.3368417537164008,,,,
2015-01-26,309.6600036621094,3169700,-0.008739110913645765,8.609016190932065,0.013967064423176226,0.008010112428236254,0.001469187805960403,0.19082603505207515,0.002568451423614171,1925422222,15.52,0.09719474543315326,0.18976782738240558,0.14241110088663925,0.15355258459742974,,,,
2015-01-27,306.75,2920300,-0.009397415319043478,8.50842479769246,-0.0038219897150962114,0.009746200115730685,-0.019043910599974956,0.206836504937916,-0.0133878439932138,1849894444,17.22,0.08648488751125556,0.08189901836252006,0.07470809462625853,0.2331152609801253,,,,
2015-01-28,303.9100036621094,3063800,-0.009258341769814549,8.132638956537962,-0.009131622667501263,0.006536751462673153,0.023135193577258302,0.22823478254686622,-0.013495602473454604,2259738889,20.44,0.12446887785214128,0.41458019527394535,0.06405397258166225,0.32303334910478637,0.4435,0.5,-0.0125,0.129848505
2015-01-29,311.7799987792969,8656600,0.025895808043020052,8.232959054788223,0.0024133503180540083,0.010874910773919095,0.02370637353155307,0.0699930403145376,0.009534702521277083,2292855556,18.76,0.09040763528049704,0.13527773807327514,0.0943046688775217,0.3182192980915234,0.52725,1.0,0.07500000000000001,0.7040776175
2015-01-30,354.5299987792969,23856100,0.13711591560516334,14.525971832047631,0.05125112729278961,0.026608165689836292,0.04119415492241883,0.06556209972103942,-0.012991960420531856,2538138889,20.97,0.07011743592988684,0.1345845950735474,0.06820514312196693,0.31864546884619815,,,,
2015-02-02,364.4700012207031,10231900,0.02803712654960444,20.037988345263482,0.06368295006592928,0.02433207704038352,0.009048208861557895,0.04121681354276048,0.0129624709898295,2226850000,19.43,0.07917441905694739,0.10947105081500212,0.09078541283437995,0.36433996396086804,-0.014333333333333309,0.0,-0.041666666666666664,-0.2802596633333333
2015-02-03,363.5499877929688,6212600,-0.0025242500744998564,23.83492420123727,0.05420959736008931,0.023018533160112025,0.0177744155097895,0.052430404288503936,0.01443946854046585,2564388889,17.33,0.11962248494549674,0.21872076909070254,0.11182260882020752,0.1982322892901652,0.077,0.0,0.125,-0.22075129
2015-02-04,364.75,4169900,0.0033008176243278786,26.681942150080573,0.009604564699810822,0.02473852295125112,0.021557417072233607,0.04325132943241974,-0.004156036740925795,2301066667,18.33,0.09723678723411275,0.04634013211558276,0.17853207099463878,0.16703776807740991,,,,
2015-02-05,373.8900146484375,7247600,0.02505829924177516,29.80178878007359,0.008611622263867727,0.029660767888510926,-0.0015738691961894341,0.001493844708533546,0.010291401952476242,2123327778,16.85,0.11675744208791415,0.24650326155453692,0.11019513003285086,0.29461500162734866,,,,
2015-02-06,374.2799987792969,3892400,0.0010430450549101522,32.26381857963883,0.009800720640337731,0.03113239457775731,-0.0011859904081030998,0.006388127000505391,-0.0034181486724977894,2351650000,17.29,0.10321984058402525,0.2873104795999828,0.1324567838090414,0.06687088993787985,,,,
2015-02-09,370.55999755859375,2724600,-0.009939086333322078,33.715011754234915,0.005387419321121079,0.026013123952565578,0.004876202340280994,0.021040430796156827,-0.004247203802536514,1971966667,18.55,0.11284784323537526,0.18227992462848075,0.14490073074276222,0.19861752641300767,,,,
2015-02-10,373.0,2287200,0.006584635301926767,34.5868138949008,-0.0007704686588283863,0.007365798194960352,0.010532563495394167,0.033483264574315434,0.010675513255225422,2038805556,17.23,-0.0008512195611394903,0.03432440900204461,0.07194676835099023,0.14279809454920675,,,,
2015-02-11,375.1400146484375,2786500,0.0057373046875,35.26752009028459,0.0007942845520348962,0.00418010935751686,0.005518547828675572,0.013436439517228357,-2.9005264455483903e-05,1998255556,16.96,0.040499768545724166,0.18666805378620724,0.05264065863702926,0.21927469463828747,,,,
2015-02-12,377.1700134277344,2791100,0.005411309644478335,35.49105979784702,0.0059110832113017,0.0053137607459423164,0.009037770875661173,0.00047565517306452984,0.009644530173601451,2104638889,15.34,0.11553854030880253,0.21616673970441103,0.09952254889030217,0.27876646592286014,,,,
2015-02-13,381.8299865722656,3475100,0.012355099765703148,34.9939226633963,0.007834571365893828,0.006607229623281641,-0.006062714543897711,0.02025308130827432,0.004074733777675421,1959694444,14.69,0.04135653703609903,0.09210217748138598,0.02152951317662207,0.2513600267116613,,,,
2015-02-17,375.4299926757813,3673200,-0.016761370561641398,33.788207423125584,0.00033501294951336175,0.000632991079936418,-0.0010969117219979095,0.029482554041578943,0.0015975278852071728,1867638889,15.8,0.026045236953276603,-0.07616659247082215,0.009442952776011053,-0.026577914223132933,,,,
2015-02-18,373.3699951171875,2650600,-0.005487035129803308,31.739099042525538,-0.0032977686419138528,-0.00029987751787979063,0.014752764223125018,0.01785861362321588,-0.00031423483816916953,1872233333,15.45,0.10809010803406838,-0.11261953042567754,0.07631419300873038,0.26897128036442,,,,
2015-02-19,379.0,2953800,0.015078889456678013,29.97949003998329,-0.002389838744922231,0.003274119023548794,0.013311522396913905,0.018593863598627185,-0.0010620666006249113,1803944444,15.29,0.04448573112000585,0.04525408634790601,0.1056645662804696,0.13321182329901055,0.459,0.0,0.0,0.013739377
2015-02-20,383.6600036621094,3258000,0.012295524174431138,28.980113143414226,0.007295792833768615,0.004089960291049418,-0.008606268965046442,0.003051280259510688,0.0061264869245991616,1823111111,14.3,0.079978919387627,0.1696656618802445,0.13974770793982672,0.27544976761305406,,,,
2015-02-23,380.1400146484375,2177000,-0.00917476145564533,27.478901365156915,0.006066550725154607,0.0019596651277429427,-0.00015845123348965954,0.010748732047600169,-0.0003032744159600087,1718711111,14.56,0.033416793498581766,0.022447789868818725,0.02958432924400683,0.13043650586746522,,,,
2015-02-24,378.5899963378906,1920800,-0.004077493162566337,25.070627428507155,-0.000318910147926843,0.0006041218695937037,0.021470051526473497,0.02799055813106583,0.002758738374904146,1777688889,13.69,0.09137744884715045,0.2817837329684981,0.12578144648409675,0.3298981494954517,,,,
2015-02-25,385.3699951171875,3174500,0.0179085523782454,21.672065566345342,0.001552099253344578,0.0013974722428140257,0.0019006442961680562,-0.010362722707916092,-0.0007657836519371353,1840188889,13.84,0.10396161186571323,0.20527473135016425,0.16447699791192275,0.43209909112053024,,,,
2015-02-26,384.7999877929688,2687100,-0.00147911703412551,16.054953427467613,0.0041173140605178515,0.0035806513181734384,-0.009999990463256836,-0.014166673024495443,-0.0014759728648067183,1893716667,13.91,0.10824879939598991,0.018249074470338623,0.06585526014863086,0.28225589491858455,0.195,0.0,0.0,0.030692626
2015-02-27,380.1600036621094,2532300,-0.012058171200763801,7.96130498700988,0.0014570880477853636,0.0026419175937505107,0.012629637604066062,-0.029775492073402767,-0.002956309161715742,1970766667,13.34,0.07379008818955272,0.019820613485123508,0.02279999600654194,0.23606120802755368,,,,
2015-03-02,385.6600036621094,2139200,0.014467592453225153,6.767060538135135,0.0003101014061119474,0.002554589450400102,0.0017189038248430274,-0.045787254931416464,0.0061249703017343116,1894161111,13.04,0.0795244947428458,0.13204587007443586,0.15912216489403777,0.2471020690682943,,,,
2015-03-03,384.6099853515625,1946500,-0.002722652856340324,6.4124533402256745,-0.00010441053462632392,0.00040913558886132177,-0.007751912837661688,-0.029737371275846206,-0.004538606491954589,1812388889,13.86,0.11752192093444486,0.3342945469963654,0.1410033163669516,0.2906177039870105,,,,
2015-03-04,382.7200012207031,2259100,-0.004914027723777914,5.643834099663216,0.0022769706243689716,0.0010178118362709526,0.005757115492429842,-0.03897720326301704,-0.0043885035440131,1900616667,14.23,0.06325910428080611,-0.0690003889888087,0.059029892149822405,0.17897242782004327,-0.0449999999999999,-1.0,0.4,-0.64979476
2015-03-05,387.8299865722656,2693500,0.01335175934172228,5.078873708672004,0.001905026253868014,0.0035077050511693264,-0.01408485378325917,-0.031567709216044466,0.0011960753479816066,1723905556,14.04,0.025494905715902457,0.03953218312195399,0.007965911866041377,0.20397886866414058,,,,
2015-03-06,380.0899963378906,2627000,-0.01995717325208113,4.913933874840785,-0.0038398138780455873,-0.0019016843245916063,0.0004228426656717807,-0.017124684390250472,-0.014173932909416154,2140872222,15.2,0.09746404500875169,0.09108547248483359,0.01925298267553069,0.18795788501569485,0.37,0.5,0.0,0.41033318500000004
2015-03-09,378.55999755859375,2311400,-0.004025359241332738,4.757531318470982,-0.003543591050563862,-0.002265433211335496,-0.02103590458238273,-0.006120009230061366,0.003944458928381467,1860605556,15.06,0.06669702174449509,0.058124688409934885,0.09217074997510043,0.2224886442652081,,,,
2015-03-10,369.510009765625,3121000,-0.023906349987673936,4.870299654973859,-0.015962960827029266,-0.003958030180894087,-0.011440572035189294,0.007096422079177559,-0.016961378839393415,2038277778,16.69,0.062166616290216054,0.06455049188505864,-0.006371285078133786,0.14513857676766279,,,,
2015-03-11,366.3699951171875,2495100,-0.008497779668889538,5.539466288949953,-0.012143162965965404,-0.007238797626910471,0.014695468799206562,0.026218704837385885,-0.0019176581089542788,1892538889,16.87,0.05280669422304426,0.14927606594114465,0.0982113057601026,0.2696331176569941,,,,
2015-03-12,374.239990234375,2810000,0.021481003417515687,5.58025973263587,-0.0036410420796825957,-0.0037811324449310408,-0.0025301530717144216,0.009662996457933556,0.012601458651923192,1892144444,15.42,0.08434345106924024,0.07761862129712778,0.054078647963338555,0.3121260506484658,,,,
2015-03-13,370.5799865722656,2611700,-0.009779830476740914,5.907294831332397,0.0010677977572950785,-0.004476247123925755,0.008018794701519666,0.010016716362029205,-0.006074687189912553,1943644444,16.0,0.040143762878070144,-0.03161813992984151,0.01678164788946024,0.18479186689106292,,,,
2015-03-16,373.3500061035156,2354100,0.007474822255976843,6.00649433555959,0.006391998398917205,-0.005315809564746532,0.002182717006130982,-0.00040417639623003334,0.01353365150482122,1830888889,15.61,0.0582480149291112,0.15394615574384427,0.08565084729312296,0.15138941278228732,,,,
2015-03-17,371.9200134277344,2037000,-0.0038301664722211193,6.156531848608484,-0.0020450582309950636,-0.0030119514533379593,0.013974142256604849,-0.007081642048119894,-0.003320215838054086,1789911111,15.66,0.06405164684920896,0.31440925250592316,0.2699398790452261,0.3438373611370517,,,,
2015-03-18,375.1400146484375,2654100,0.00865777883536456,6.09087713520132,0.004100811539706761,-0.0012000745852383452,-0.0016850907830007285,-0.00885333833103202,0.012158435698169878,2293450000,13.97,0.06740482429430726,0.2400704160461049,0.07959819386913652,0.19738997876661002,0.0,0.0,0.1363636363636363,-0.30444378
2015-03-19,373.239990234375,1915700,-0.005064840699126938,6.2067896336467285,-7.9076111994499e-05,0.0014915695988397973,0.00584650572562436,-0.0045178244663073505,-0.004872588711598014,1836233333,14.07,0.17489667945302365,-0.05041133590925794,-0.006355190873320206,0.37088622562699286,0.4255,0.16666666666666666,0.15,0.31328252500000003
2015-03-20,378.489990234375,3763600,0.014066016872155807,6.07934245070068,0.005886318336131143,0.004714969104703418,-0.007829295938087736,-0.015790729507891194,0.009012717360609157,3085622222,13.02,0.12345270404886333,0.16577045949219693,0.11499602232308032,0.36254217492080854,,,,
2015-03-23,375.1099853515625,2239300,-0.008930235858336633,6.093163755469574,2.3646771564078684e-05,0.00037050635101022945,0.00026740315550411494,-0.00997347674041347,-0.0017456477396706749,1815533333,13.41,0.07766466705899283,0.03155958039988861,0.06327662660246365,0.22894150330365398,,,,
2015-03-24,374.0899963378906,2228200,-0.0027191731852084233,6.145973223063294,0.0008055359428702502,0.0013791716783720137,-0.011221637716168882,-0.007783173823130806,-0.006139458853270718,1772122222,13.62,0.1125380248200521,0.10548705348046708,0.06764267842968281,0.1369704668841484,,,,
2015-03-25,370.9599914550781,3429500,-0.0083669836495317,6.029709673139338,-0.006672130897692252,-0.0008839434509863496,-0.006060743679672356,0.02015750502137568,-0.014558928998326448,1956188889,15.44,0.06050758947086696,-0.014148375165974832,0.06323188213579935,0.09946684965692609,,,,
2015-03-26,367.3500061035156,2930000,-0.009731468176399471,6.08433402966864,-0.006939208337046532,-0.001726986551583257,0.009397761828045482,0.01988509874923729,-0.0023774289803740745,1950372222,15.8,0.09081851782026927,0.1924090578158522,0.1121376681593737,0.36293514152720635,,,,
