date,price,volume,dlyret,sdAdjClose,past_3ret,past_7ret,ret1,ret7,dlyretSPX,volumeSPX,VIX,TVADER,TBoW,TTBlob,TRoBERTa,HLVADER,HLBoW,HLTBlob,HLRoBERTa
2015-01-02,46.7599983215332,27913900,0.006674007519974712,0.8113218013041839,-0.004836945398581927,-0.0036421356172860703,-0.0008625641956307113,-0.00021562048228403378,-0.0003399873718977764,1504833333,17.79,0.1272087912087912,0.16483516483516483,0.08542429792429794,0.44430838510989,,,,
2015-01-05,46.33000183105469,39673900,-0.009195700784420113,0.7679457302941517,-0.004881488886959125,-0.00635526261596805,-0.01573953267409861,-0.009055669986418264,-0.018278107083859685,2110622222,19.92,0.04474509803921569,0.27450980392156865,0.16421603995133402,0.4055160185098039,,,,
2015-01-06,45.650001525878906,36447900,-0.014677460601501657,0.7818558226258007,-0.00573305128864902,-0.007537970709905758,0.005437146639602614,-0.010874293279205229,-0.008893486028764053,2477838889,21.12,0.0002777777777777765,0.2222222222222222,0.10633417508417506,0.43907970277777775,,,,
2015-01-07,46.22999954223633,29114100,0.012705227893304194,0.7863196306687107,-0.0037226444975391924,-0.004951388813746508,0.017967917702414772,-0.01090905500605782,0.011629823080879564,2114155556,19.31,0.07865384615384616,0.2948717948717948,0.0700563325563325,0.43482437142307695,,,,
2015-01-08,47.59000015258789,29645200,0.029418149887676437,0.7863196306687107,0.009148639059826325,0.0005341971713304401,-0.008821717669780215,-0.025624894036188426,0.017888345920331616,2185561111,17.01,0.049277777777777775,0.20370370370370366,0.06413560205226869,0.4481243833333333,,,,
2015-01-09,47.18999862670898,23944200,-0.00840515995301283,0.7871352967397103,0.011239405942655933,0.000628041509369824,-0.017292275969787618,-0.0316322239122803,-0.008403891103416772,1868966667,17.55,0.038119047619047615,0.30952380952380953,0.07181216931216929,0.39338899648809517,,,,
2015-01-12,46.59999847412109,23651900,-0.01250265283786689,0.7901752700603154,0.002836779032265572,0.0005737730177362645,-0.012987025643991052,0.00340642629878378,-0.008093661513783657,1920255556,19.6,0.0925,0.1,-0.016777777777777787,0.2865086249666667,0.0,-1.0,0.0,-0.6122076
2015-01-13,46.36000061035156,35270600,-0.00515023489717803,0.7995568607527057,-0.00868601589601925,-0.001115404470428413,0.0,0.026544848672882065,-0.0025785648782700177,2281833333,20.56,0.08035897435897435,0.1282051282051282,0.07733522264772262,0.2810852782461538,,,,
2015-01-14,45.959999084472656,29719600,-0.008628069727565912,0.8219235557146505,-0.00876031915420361,-0.0010343143194492413,-0.016010421006551836,0.017092104715830645,-0.005813062584341333,2432600000,21.48,0.059321428571428574,0.07142857142857142,0.05992430684394967,0.35119833271071427,,,,
2015-01-15,45.47999954223633,32750800,-0.010443626116679039,0.7954607645740592,-0.00807397691380766,-0.00042948082161743873,0.020525276472933205,-0.058486017337465994,-0.00924788815027322,2375955556,22.39,0.02951515151515151,0.0,0.08848714416896228,0.40083198484848487,,,,
2015-01-16,46.2400016784668,35695300,0.016710609320915726,0.7701509641446651,-0.0007870288411097418,0.00014271652518420868,0.001943847820106454,-0.11036718562753887,0.013424199691870697,2253561111,20.95,0.035123711340206185,0.28865979381443296,0.1003063712728661,0.3777544397762887,,,,
2015-01-20,46.38999938964844,36161900,0.0032437256247024315,0.7679163193169783,0.0031702362763130396,-0.003596486940954935,-0.0004353604345133075,-0.08554637402385376,0.0015499499856392873,2191300000,19.89,0.06131818181818182,0.1515151515151515,-0.05649449035812673,0.23411264909090912,0.429,0.0,0.0,0.16574015
2015-01-21,45.91999816894531,39081100,-0.010131579565420767,0.7733162568564335,0.00327425179339913,-0.0038431183141560687,0.01617076288761884,-0.1289348728874305,0.004731650639044682,2072261111,18.85,0.08238938053097344,0.3141592920353982,0.11821986191455214,0.4364001308938053,-0.052,0.16666666666666666,0.0031746031746031724,0.21147231200000002
